data_type,s_rank,num_data_points,nelder_mead,powell,sgd,adam,rmsprop,bfgs,slsqp,dual_annealing,cobyla,genetic_algorithm,particle_swarm,diff_evolution
random,1,1,,,,,,,,,,,,
random,2,1,2.387728939959289,2.387546671564371,0.9784122437530669,2.385069709242163,2.4026989926397446,2.386598589605805,2.3883947657324223,2.387358880442146,2.4143219643960014,2.5054733533013542,2.2681942550586016,2.391801964017775
random,3,1,0.8050168720596922,0.8115129087354032,0.6163646693561518,0.7930889027942465,0.7946641097747686,0.8056193313506024,0.9081344190308305,0.8052140617543069,0.7933748518124284,0.7253144116050205,0.6942687577695104,0.80329419024161
random,4,1,0.265124990289326,0.2613490533621614,0.09782965498093898,0.26423047973660685,0.26504210025798747,0.2651249896357546,0.1964988414864277,0.2630584282246635,0.26715550423775425,0.2712584577509871,0.24166691494497394,0.26320579683151846
